## header:
##   title: Th232(p,x) nuclear model parameters
##   source: TALYS-2.2
##   user: Arjan Koning
##   date: 2026-01-14
##   format: YANDF-0.4
## target:
##   Z: 90
##   A: 232
##   nuclide: Th232 
## residual:
##   Z: 91
##   A: 233
##   nuclide: Pa233 
## parameters: 
##   level density
a                91 233  14.75839
aadjust          91 233   1.00000
gammald          91 233   0.07697
pair             91 233   0.78615
vfiscor          84 210   1.00000
rmiufiscor       84 210   1.00000
betafiscoradjust   84 210   1.00000
vfiscoradjust    84 210   1.00000
rmiufiscoradjust   84 210   1.00000
bdamp            84 210   0.01000  1
bdampadjust      84 210   1.00000  1
class2width      84 210   0.20000  1
Rtransmom        84 210   0.60000  1
Rclass2mom       84 210   1.00000  1
bdamp            84 210   0.01000  2
bdampadjust      84 210   1.00000  2
class2width      84 210   0.20000  2
Rtransmom        84 210   1.00000  2
Rclass2mom       84 210   1.00000  2
bdamp            84 210   0.01000  3
bdampadjust      84 210   1.00000  3
Rtransmom        84 210   1.00000  3
Rclass2mom       84 210   1.00000  3
## residual:
##   Z: 83
##   A: 220
##   nuclide: Bi220 
## parameters: 
##   level density
a                83 220  15.33700
aadjust          83 220   1.00000
gammald          83 220   0.07846
pair             83 220   0.00000
Pshift           83 220   0.00000   0
Pshiftadjust     83 220   0.00000   0
deltaW           83 220   2.71211   0
T                83 220   0.35547   0
E0               83 220  -1.11459   0
Exmatch          83 220   2.28755   0
Tadjust          83 220   1.00000   0
E0adjust         83 220   1.00000   0
Exmatchadjust    83 220   1.00000   0
Ntop             83 220  30   0
Nlow             83 220   2   0
s2adjust         83 220   1.00000   0
ctable           83 220   0.00000   0
ptable           83 220   0.00000   0
ctableadjust     83 220   0.00000   0
ptableadjust     83 220   0.00000   0
Ufermi           83 220  30.00000   0
cfermi           83 220   5.00000   0
Krotconstant     83 220   1.00000   0
Pshift           83 220   0.00000   1
Pshiftadjust     83 220   0.00000   1
deltaW           83 220   1.50000   1
T                83 220   0.35547   1
E0               83 220  -0.97184   1
Exmatch          83 220   2.00758   1
Tadjust          83 220   1.00000   1
E0adjust         83 220   1.00000   1
Exmatchadjust    83 220   1.00000   1
Ntop             83 220   1   1
Nlow             83 220   0   1
s2adjust         83 220   1.00000   1
ctable           83 220   0.00000   1
ptable           83 220   0.00000   1
ctableadjust     83 220   0.00000   1
ptableadjust     83 220   0.00000   1
Ufermi           83 220  45.00000   1
cfermi           83 220   5.00000   1
Krotconstant     83 220   1.00000   1
Pshift           83 220   0.00000   2
Pshiftadjust     83 220   0.00000   2
deltaW           83 220   0.60000   2
T                83 220   0.35547   2
E0               83 220  -0.85363   2
Exmatch          83 220   1.77080   2
Tadjust          83 220   1.00000   2
E0adjust         83 220   1.00000   2
Exmatchadjust    83 220   1.00000   2
Ntop             83 220   1   2
Nlow             83 220   0   2
s2adjust         83 220   1.00000   2
ctable           83 220   0.00000   2
ptable           83 220   0.00000   2
ctableadjust     83 220   0.00000   2
ptableadjust     83 220   0.00000   2
Ufermi           83 220  45.00000   2
cfermi           83 220   5.00000   2
Krotconstant     83 220   1.00000   2
Pshift           83 220   0.00000   3
Pshiftadjust     83 220   0.00000   3
deltaW           83 220   0.60000   3
T                83 220   0.35547   3
E0               83 220  -0.87187   3
Exmatch          83 220   1.77084   3
Tadjust          83 220   1.00000   3
E0adjust         83 220   1.00000   3
Exmatchadjust    83 220   1.00000   3
Ntop             83 220   1   3
Nlow             83 220   0   3
s2adjust         83 220   1.00000   3
ctable           83 220   0.00000   3
ptable           83 220   0.00000   3
ctableadjust     83 220   0.00000   3
ptableadjust     83 220   0.00000   3
Ufermi           83 220  45.00000   3
cfermi           83 220   5.00000   3
Krotconstant     83 220   1.00000   3
g                83 220  14.66667
gp               83 220   5.53333
gn               83 220   9.13333
gnadjust         83 220   1.00000
gpadjust         83 220   1.00000
gadjust          83 220   1.00000
Risomer          83 220   1.00000
## parameters: 
##   photon strength function
gamgam           83 220   0.00000
gamgamadjust     83 220   1.00000
etable           83 220   0.00000 E1
ftable           83 220   1.00000 E1
wtable           83 220   1.00000 E1
etableadjust     83 220   0.00000 E1
ftableadjust     83 220   1.00000 E1
wtableadjust     83 220   1.00000 E1
upbendc          83 220 3.50000E-08 M1
upbende          83 220 8.00000E-01 M1
upbendf          83 220 6.00000E+00 M1
upbendcadjust    83 220 1.00000E+00 M1
upbendeadjust    83 220 1.00000E+00 M1
upbendfadjust    83 220 1.00000E+00 M1
sgr              83 220   2.686 M1
egr              83 220   7.326 M1
ggr              83 220   4.000 M1
sgradjust        83 220   1.000 M1
egradjust        83 220   1.000 M1
ggradjust        83 220   1.000 M1
etable           83 220   0.00000 E2
ftable           83 220   1.00000 E2
wtable           83 220   1.00000 E2
etableadjust     83 220   0.00000 E2
ftableadjust     83 220   1.00000 E2
wtableadjust     83 220   1.00000 E2
upbendc          83 220 0.00000E+00 M2
upbende          83 220 0.00000E+00 M2
upbendf          83 220 0.00000E+00 M2
upbendcadjust    83 220 1.00000E+00 M2
upbendeadjust    83 220 1.00000E+00 M2
upbendfadjust    83 220 1.00000E+00 M2
sgr              83 220   0.002 M2
egr              83 220   7.326 M2
ggr              83 220   4.000 M2
sgradjust        83 220   1.000 M2
egradjust        83 220   1.000 M2
ggradjust        83 220   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       83 220   1.00000
vfiscor          83 220   1.00000
rmiufiscor       83 220   1.00000
betafiscoradjust   83 220   1.00000
vfiscoradjust    83 220   1.00000
rmiufiscoradjust   83 220   1.00000
bdamp            83 220   0.01000  1
bdampadjust      83 220   1.00000  1
class2width      83 220   0.20000  1
Rtransmom        83 220   0.60000  1
Rclass2mom       83 220   1.00000  1
bdamp            83 220   0.01000  2
bdampadjust      83 220   1.00000  2
class2width      83 220   0.20000  2
Rtransmom        83 220   1.00000  2
Rclass2mom       83 220   1.00000  2
bdamp            83 220   0.01000  3
bdampadjust      83 220   1.00000  3
Rtransmom        83 220   1.00000  3
Rclass2mom       83 220   1.00000  3
## residual:
##   Z: 83
##   A: 219
##   nuclide: Bi219 
## parameters: 
##   level density
a                83 219  14.56583
aadjust          83 219   1.00000
gammald          83 219   0.07858
pair             83 219   0.81088
Pshift           83 219   0.00000   0
Pshiftadjust     83 219   0.00000   0
deltaW           83 219   1.95302   0
T                83 219   0.37143   0
E0               83 219  -0.33722   0
Exmatch          83 219   3.16765   0
Tadjust          83 219   1.00000   0
E0adjust         83 219   1.00000   0
Exmatchadjust    83 219   1.00000   0
Ntop             83 219  30   0
Nlow             83 219   2   0
s2adjust         83 219   1.00000   0
ctable           83 219   0.00000   0
ptable           83 219   0.00000   0
ctableadjust     83 219   0.00000   0
ptableadjust     83 219   0.00000   0
Ufermi           83 219  30.00000   0
cfermi           83 219   5.00000   0
Krotconstant     83 219   1.00000   0
Pshift           83 219   0.00000   1
Pshiftadjust     83 219   0.00000   1
deltaW           83 219   1.50000   1
T                83 219   0.37143   1
E0               83 219  -0.31549   1
Exmatch          83 219   3.05822   1
Tadjust          83 219   1.00000   1
E0adjust         83 219   1.00000   1
Exmatchadjust    83 219   1.00000   1
Ntop             83 219   1   1
Nlow             83 219   0   1
s2adjust         83 219   1.00000   1
ctable           83 219   0.00000   1
ptable           83 219   0.00000   1
ctableadjust     83 219   0.00000   1
ptableadjust     83 219   0.00000   1
Ufermi           83 219  45.00000   1
cfermi           83 219   5.00000   1
Krotconstant     83 219   1.00000   1
Pshift           83 219   0.00000   2
Pshiftadjust     83 219   0.00000   2
deltaW           83 219   0.60000   2
T                83 219   0.37143   2
E0               83 219  -0.18228   2
Exmatch          83 219   2.81966   2
Tadjust          83 219   1.00000   2
E0adjust         83 219   1.00000   2
Exmatchadjust    83 219   1.00000   2
Ntop             83 219   1   2
Nlow             83 219   0   2
s2adjust         83 219   1.00000   2
ctable           83 219   0.00000   2
ptable           83 219   0.00000   2
ctableadjust     83 219   0.00000   2
ptableadjust     83 219   0.00000   2
Ufermi           83 219  45.00000   2
cfermi           83 219   5.00000   2
Krotconstant     83 219   1.00000   2
Pshift           83 219   0.00000   3
Pshiftadjust     83 219   0.00000   3
deltaW           83 219   0.60000   3
T                83 219   0.37143   3
E0               83 219  -0.20134   3
Exmatch          83 219   2.81966   3
Tadjust          83 219   1.00000   3
E0adjust         83 219   1.00000   3
Exmatchadjust    83 219   1.00000   3
Ntop             83 219   1   3
Nlow             83 219   0   3
s2adjust         83 219   1.00000   3
ctable           83 219   0.00000   3
ptable           83 219   0.00000   3
ctableadjust     83 219   0.00000   3
ptableadjust     83 219   0.00000   3
Ufermi           83 219  45.00000   3
cfermi           83 219   5.00000   3
Krotconstant     83 219   1.00000   3
g                83 219  14.60000
gp               83 219   5.53333
gn               83 219   9.06667
gnadjust         83 219   1.00000
gpadjust         83 219   1.00000
gadjust          83 219   1.00000
Risomer          83 219   1.00000
## parameters: 
##   photon strength function
gamgam           83 219   0.00000
gamgamadjust     83 219   1.00000
etable           83 219   0.00000 E1
ftable           83 219   1.00000 E1
wtable           83 219   1.00000 E1
etableadjust     83 219   0.00000 E1
ftableadjust     83 219   1.00000 E1
wtableadjust     83 219   1.00000 E1
upbendc          83 219 3.50000E-08 M1
upbende          83 219 8.00000E-01 M1
upbendf          83 219 6.00000E+00 M1
upbendcadjust    83 219 1.00000E+00 M1
upbendeadjust    83 219 1.00000E+00 M1
upbendfadjust    83 219 1.00000E+00 M1
sgr              83 219   2.676 M1
egr              83 219   7.332 M1
ggr              83 219   4.000 M1
sgradjust        83 219   1.000 M1
egradjust        83 219   1.000 M1
ggradjust        83 219   1.000 M1
etable           83 219   0.00000 E2
ftable           83 219   1.00000 E2
wtable           83 219   1.00000 E2
etableadjust     83 219   0.00000 E2
ftableadjust     83 219   1.00000 E2
wtableadjust     83 219   1.00000 E2
upbendc          83 219 0.00000E+00 M2
upbende          83 219 0.00000E+00 M2
upbendf          83 219 0.00000E+00 M2
upbendcadjust    83 219 1.00000E+00 M2
upbendeadjust    83 219 1.00000E+00 M2
upbendfadjust    83 219 1.00000E+00 M2
sgr              83 219   0.002 M2
egr              83 219   7.332 M2
ggr              83 219   4.000 M2
sgradjust        83 219   1.000 M2
egradjust        83 219   1.000 M2
ggradjust        83 219   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       83 219   1.00000
vfiscor          83 219   1.00000
rmiufiscor       83 219   1.00000
betafiscoradjust   83 219   1.00000
vfiscoradjust    83 219   1.00000
rmiufiscoradjust   83 219   1.00000
bdamp            83 219   0.01000  1
bdampadjust      83 219   1.00000  1
class2width      83 219   0.20000  1
Rtransmom        83 219   0.60000  1
Rclass2mom       83 219   1.00000  1
bdamp            83 219   0.01000  2
bdampadjust      83 219   1.00000  2
class2width      83 219   0.20000  2
Rtransmom        83 219   1.00000  2
Rclass2mom       83 219   1.00000  2
bdamp            83 219   0.01000  3
bdampadjust      83 219   1.00000  3
Rtransmom        83 219   1.00000  3
Rclass2mom       83 219   1.00000  3
## residual:
##   Z: 83
##   A: 218
##   nuclide: Bi218 
## parameters: 
##   level density
a                83 218  13.81524
aadjust          83 218   1.00000
gammald          83 218   0.07870
pair             83 218   0.00000
Pshift           83 218   0.00000   0
Pshiftadjust     83 218   0.00000   0
deltaW           83 218   1.11564   0
T                83 218   0.39042   0
E0               83 218  -1.19063   0
Exmatch          83 218   2.43760   0
Tadjust          83 218   1.00000   0
E0adjust         83 218   1.00000   0
Exmatchadjust    83 218   1.00000   0
Ntop             83 218  30   0
Nlow             83 218   2   0
s2adjust         83 218   1.00000   0
ctable           83 218   0.00000   0
ptable           83 218   0.00000   0
ctableadjust     83 218   0.00000   0
ptableadjust     83 218   0.00000   0
Ufermi           83 218  30.00000   0
cfermi           83 218   5.00000   0
Krotconstant     83 218   1.00000   0
Pshift           83 218   0.00000   1
Pshiftadjust     83 218   0.00000   1
deltaW           83 218   1.50000   1
T                83 218   0.39042   1
E0               83 218  -1.32567   1
Exmatch          83 218   2.53951   1
Tadjust          83 218   1.00000   1
E0adjust         83 218   1.00000   1
Exmatchadjust    83 218   1.00000   1
Ntop             83 218   1   1
Nlow             83 218   0   1
s2adjust         83 218   1.00000   1
ctable           83 218   0.00000   1
ptable           83 218   0.00000   1
ctableadjust     83 218   0.00000   1
ptableadjust     83 218   0.00000   1
Ufermi           83 218  45.00000   1
cfermi           83 218   5.00000   1
Krotconstant     83 218   1.00000   1
Pshift           83 218   0.00000   2
Pshiftadjust     83 218   0.00000   2
deltaW           83 218   0.60000   2
T                83 218   0.39042   2
E0               83 218  -1.17428   2
Exmatch          83 218   2.29746   2
Tadjust          83 218   1.00000   2
E0adjust         83 218   1.00000   2
Exmatchadjust    83 218   1.00000   2
Ntop             83 218   1   2
Nlow             83 218   0   2
s2adjust         83 218   1.00000   2
ctable           83 218   0.00000   2
ptable           83 218   0.00000   2
ctableadjust     83 218   0.00000   2
ptableadjust     83 218   0.00000   2
Ufermi           83 218  45.00000   2
cfermi           83 218   5.00000   2
Krotconstant     83 218   1.00000   2
Pshift           83 218   0.00000   3
Pshiftadjust     83 218   0.00000   3
deltaW           83 218   0.60000   3
T                83 218   0.39042   3
E0               83 218  -1.19431   3
Exmatch          83 218   2.29746   3
Tadjust          83 218   1.00000   3
E0adjust         83 218   1.00000   3
Exmatchadjust    83 218   1.00000   3
Ntop             83 218   1   3
Nlow             83 218   0   3
s2adjust         83 218   1.00000   3
ctable           83 218   0.00000   3
ptable           83 218   0.00000   3
ctableadjust     83 218   0.00000   3
ptableadjust     83 218   0.00000   3
Ufermi           83 218  45.00000   3
cfermi           83 218   5.00000   3
Krotconstant     83 218   1.00000   3
g                83 218  14.53333
gp               83 218   5.53333
gn               83 218   9.00000
gnadjust         83 218   1.00000
gpadjust         83 218   1.00000
gadjust          83 218   1.00000
Risomer          83 218   1.00000
## parameters: 
##   photon strength function
gamgam           83 218   0.00000
gamgamadjust     83 218   1.00000
etable           83 218   0.00000 E1
ftable           83 218   1.00000 E1
wtable           83 218   1.00000 E1
etableadjust     83 218   0.00000 E1
ftableadjust     83 218   1.00000 E1
wtableadjust     83 218   1.00000 E1
upbendc          83 218 3.50000E-08 M1
upbende          83 218 8.00000E-01 M1
upbendf          83 218 6.00000E+00 M1
upbendcadjust    83 218 1.00000E+00 M1
upbendeadjust    83 218 1.00000E+00 M1
upbendfadjust    83 218 1.00000E+00 M1
sgr              83 218   2.666 M1
egr              83 218   7.337 M1
ggr              83 218   4.000 M1
sgradjust        83 218   1.000 M1
egradjust        83 218   1.000 M1
ggradjust        83 218   1.000 M1
etable           83 218   0.00000 E2
ftable           83 218   1.00000 E2
wtable           83 218   1.00000 E2
etableadjust     83 218   0.00000 E2
ftableadjust     83 218   1.00000 E2
wtableadjust     83 218   1.00000 E2
upbendc          83 218 0.00000E+00 M2
upbende          83 218 0.00000E+00 M2
upbendf          83 218 0.00000E+00 M2
upbendcadjust    83 218 1.00000E+00 M2
upbendeadjust    83 218 1.00000E+00 M2
upbendfadjust    83 218 1.00000E+00 M2
sgr              83 218   0.002 M2
egr              83 218   7.337 M2
ggr              83 218   4.000 M2
sgradjust        83 218   1.000 M2
egradjust        83 218   1.000 M2
ggradjust        83 218   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       83 218   1.00000
vfiscor          83 218   1.00000
rmiufiscor       83 218   1.00000
betafiscoradjust   83 218   1.00000
vfiscoradjust    83 218   1.00000
rmiufiscoradjust   83 218   1.00000
bdamp            83 218   0.01000  1
bdampadjust      83 218   1.00000  1
class2width      83 218   0.20000  1
Rtransmom        83 218   0.60000  1
Rclass2mom       83 218   1.00000  1
bdamp            83 218   0.01000  2
bdampadjust      83 218   1.00000  2
class2width      83 218   0.20000  2
Rtransmom        83 218   1.00000  2
Rclass2mom       83 218   1.00000  2
bdamp            83 218   0.01000  3
bdampadjust      83 218   1.00000  3
Rtransmom        83 218   1.00000  3
Rclass2mom       83 218   1.00000  3
## residual:
##   Z: 83
##   A: 217
##   nuclide: Bi217 
## parameters: 
##   level density
a                83 217  13.00592
aadjust          83 217   1.00000
gammald          83 217   0.07882
pair             83 217   0.81461
Pshift           83 217   0.00000   0
Pshiftadjust     83 217   0.00000   0
deltaW           83 217   0.25666   0
T                83 217   0.41176   0
E0               83 217  -0.42056   0
Exmatch          83 217   3.34244   0
Tadjust          83 217   1.00000   0
E0adjust         83 217   1.00000   0
Exmatchadjust    83 217   1.00000   0
Ntop             83 217  30   0
Nlow             83 217   2   0
s2adjust         83 217   1.00000   0
ctable           83 217   0.00000   0
ptable           83 217   0.00000   0
ctableadjust     83 217   0.00000   0
ptableadjust     83 217   0.00000   0
Ufermi           83 217  30.00000   0
cfermi           83 217   5.00000   0
Krotconstant     83 217   1.00000   0
Pshift           83 217   0.00000   1
Pshiftadjust     83 217   0.00000   1
deltaW           83 217   1.50000   1
T                83 217   0.41176   1
E0               83 217  -0.75347   1
Exmatch          83 217   3.68848   1
Tadjust          83 217   1.00000   1
E0adjust         83 217   1.00000   1
Exmatchadjust    83 217   1.00000   1
Ntop             83 217   1   1
Nlow             83 217   0   1
s2adjust         83 217   1.00000   1
ctable           83 217   0.00000   1
ptable           83 217   0.00000   1
ctableadjust     83 217   0.00000   1
ptableadjust     83 217   0.00000   1
Ufermi           83 217  45.00000   1
cfermi           83 217   5.00000   1
Krotconstant     83 217   1.00000   1
Pshift           83 217   0.00000   2
Pshiftadjust     83 217   0.00000   2
deltaW           83 217   0.60000   2
T                83 217   0.41176   2
E0               83 217  -0.58111   2
Exmatch          83 217   3.44502   2
Tadjust          83 217   1.00000   2
E0adjust         83 217   1.00000   2
Exmatchadjust    83 217   1.00000   2
Ntop             83 217   1   2
Nlow             83 217   0   2
s2adjust         83 217   1.00000   2
ctable           83 217   0.00000   2
ptable           83 217   0.00000   2
ctableadjust     83 217   0.00000   2
ptableadjust     83 217   0.00000   2
Ufermi           83 217  45.00000   2
cfermi           83 217   5.00000   2
Krotconstant     83 217   1.00000   2
Pshift           83 217   0.00000   3
Pshiftadjust     83 217   0.00000   3
deltaW           83 217   0.60000   3
T                83 217   0.41176   3
E0               83 217  -0.60223   3
Exmatch          83 217   3.44502   3
Tadjust          83 217   1.00000   3
E0adjust         83 217   1.00000   3
Exmatchadjust    83 217   1.00000   3
Ntop             83 217   1   3
Nlow             83 217   0   3
s2adjust         83 217   1.00000   3
ctable           83 217   0.00000   3
ptable           83 217   0.00000   3
ctableadjust     83 217   0.00000   3
ptableadjust     83 217   0.00000   3
Ufermi           83 217  45.00000   3
cfermi           83 217   5.00000   3
Krotconstant     83 217   1.00000   3
g                83 217  14.46667
gp               83 217   5.53333
gn               83 217   8.93333
gnadjust         83 217   1.00000
gpadjust         83 217   1.00000
gadjust          83 217   1.00000
Risomer          83 217   1.00000
## parameters: 
##   photon strength function
gamgam           83 217   0.00000
gamgamadjust     83 217   1.00000
etable           83 217   0.00000 E1
ftable           83 217   1.00000 E1
wtable           83 217   1.00000 E1
etableadjust     83 217   0.00000 E1
ftableadjust     83 217   1.00000 E1
wtableadjust     83 217   1.00000 E1
upbendc          83 217 3.50000E-08 M1
upbende          83 217 8.00000E-01 M1
upbendf          83 217 6.00000E+00 M1
upbendcadjust    83 217 1.00000E+00 M1
upbendeadjust    83 217 1.00000E+00 M1
upbendfadjust    83 217 1.00000E+00 M1
sgr              83 217   2.656 M1
egr              83 217   7.343 M1
ggr              83 217   4.000 M1
sgradjust        83 217   1.000 M1
egradjust        83 217   1.000 M1
ggradjust        83 217   1.000 M1
etable           83 217   0.00000 E2
ftable           83 217   1.00000 E2
wtable           83 217   1.00000 E2
etableadjust     83 217   0.00000 E2
ftableadjust     83 217   1.00000 E2
wtableadjust     83 217   1.00000 E2
upbendc          83 217 0.00000E+00 M2
upbende          83 217 0.00000E+00 M2
upbendf          83 217 0.00000E+00 M2
upbendcadjust    83 217 1.00000E+00 M2
upbendeadjust    83 217 1.00000E+00 M2
upbendfadjust    83 217 1.00000E+00 M2
sgr              83 217   0.002 M2
egr              83 217   7.343 M2
ggr              83 217   4.000 M2
sgradjust        83 217   1.000 M2
egradjust        83 217   1.000 M2
ggradjust        83 217   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       83 217   1.00000
vfiscor          83 217   1.00000
rmiufiscor       83 217   1.00000
betafiscoradjust   83 217   1.00000
vfiscoradjust    83 217   1.00000
rmiufiscoradjust   83 217   1.00000
bdamp            83 217   0.01000  1
bdampadjust      83 217   1.00000  1
class2width      83 217   0.20000  1
Rtransmom        83 217   0.60000  1
Rclass2mom       83 217   1.00000  1
bdamp            83 217   0.01000  2
bdampadjust      83 217   1.00000  2
class2width      83 217   0.20000  2
Rtransmom        83 217   1.00000  2
Rclass2mom       83 217   1.00000  2
bdamp            83 217   0.01000  3
bdampadjust      83 217   1.00000  3
Rtransmom        83 217   1.00000  3
Rclass2mom       83 217   1.00000  3
## residual:
##   Z: 83
##   A: 216
##   nuclide: Bi216 
## parameters: 
##   level density
a                83 216  12.22325
aadjust          83 216   1.00000
gammald          83 216   0.07894
pair             83 216   0.00000
Pshift           83 216   0.00000   0
Pshiftadjust     83 216   0.00000   0
deltaW           83 216  -0.59659   0
T                83 216   0.43520   0
E0               83 216  -1.28458   0
Exmatch          83 216   2.62781   0
Tadjust          83 216   1.00000   0
E0adjust         83 216   1.00000   0
Exmatchadjust    83 216   1.00000   0
Ntop             83 216  30   0
Nlow             83 216   2   0
s2adjust         83 216   1.00000   0
ctable           83 216   0.00000   0
ptable           83 216   0.00000   0
ctableadjust     83 216   0.00000   0
ptableadjust     83 216   0.00000   0
Ufermi           83 216  30.00000   0
cfermi           83 216   5.00000   0
Krotconstant     83 216   1.00000   0
Pshift           83 216   0.00000   1
Pshiftadjust     83 216   0.00000   1
deltaW           83 216   1.50000   1
T                83 216   0.43520   1
E0               83 216  -1.85539   1
Exmatch          83 216   3.24831   1
Tadjust          83 216   1.00000   1
E0adjust         83 216   1.00000   1
Exmatchadjust    83 216   1.00000   1
Ntop             83 216   1   1
Nlow             83 216   0   1
s2adjust         83 216   1.00000   1
ctable           83 216   0.00000   1
ptable           83 216   0.00000   1
ctableadjust     83 216   0.00000   1
ptableadjust     83 216   0.00000   1
Ufermi           83 216  45.00000   1
cfermi           83 216   5.00000   1
Krotconstant     83 216   1.00000   1
Pshift           83 216   0.00000   2
Pshiftadjust     83 216   0.00000   2
deltaW           83 216   0.60000   2
T                83 216   0.43520   2
E0               83 216  -1.66043   2
Exmatch          83 216   3.00350   2
Tadjust          83 216   1.00000   2
E0adjust         83 216   1.00000   2
Exmatchadjust    83 216   1.00000   2
Ntop             83 216   1   2
Nlow             83 216   0   2
s2adjust         83 216   1.00000   2
ctable           83 216   0.00000   2
ptable           83 216   0.00000   2
ctableadjust     83 216   0.00000   2
ptableadjust     83 216   0.00000   2
Ufermi           83 216  45.00000   2
cfermi           83 216   5.00000   2
Krotconstant     83 216   1.00000   2
Pshift           83 216   0.00000   3
Pshiftadjust     83 216   0.00000   3
deltaW           83 216   0.60000   3
T                83 216   0.43520   3
E0               83 216  -1.68276   3
Exmatch          83 216   3.00350   3
Tadjust          83 216   1.00000   3
E0adjust         83 216   1.00000   3
Exmatchadjust    83 216   1.00000   3
Ntop             83 216   1   3
Nlow             83 216   0   3
s2adjust         83 216   1.00000   3
ctable           83 216   0.00000   3
ptable           83 216   0.00000   3
ctableadjust     83 216   0.00000   3
ptableadjust     83 216   0.00000   3
Ufermi           83 216  45.00000   3
cfermi           83 216   5.00000   3
Krotconstant     83 216   1.00000   3
g                83 216  14.40000
gp               83 216   5.53333
gn               83 216   8.86667
gnadjust         83 216   1.00000
gpadjust         83 216   1.00000
gadjust          83 216   1.00000
Risomer          83 216   1.00000
## parameters: 
##   photon strength function
gamgam           83 216   0.00000
gamgamadjust     83 216   1.00000
etable           83 216   0.00000 E1
ftable           83 216   1.00000 E1
wtable           83 216   1.00000 E1
etableadjust     83 216   0.00000 E1
ftableadjust     83 216   1.00000 E1
wtableadjust     83 216   1.00000 E1
upbendc          83 216 3.50000E-08 M1
upbende          83 216 8.00000E-01 M1
upbendf          83 216 6.00000E+00 M1
upbendcadjust    83 216 1.00000E+00 M1
upbendeadjust    83 216 1.00000E+00 M1
upbendfadjust    83 216 1.00000E+00 M1
sgr              83 216   2.645 M1
egr              83 216   7.348 M1
ggr              83 216   4.000 M1
sgradjust        83 216   1.000 M1
egradjust        83 216   1.000 M1
ggradjust        83 216   1.000 M1
etable           83 216   0.00000 E2
ftable           83 216   1.00000 E2
wtable           83 216   1.00000 E2
etableadjust     83 216   0.00000 E2
ftableadjust     83 216   1.00000 E2
wtableadjust     83 216   1.00000 E2
upbendc          83 216 0.00000E+00 M2
upbende          83 216 0.00000E+00 M2
upbendf          83 216 0.00000E+00 M2
upbendcadjust    83 216 1.00000E+00 M2
upbendeadjust    83 216 1.00000E+00 M2
upbendfadjust    83 216 1.00000E+00 M2
sgr              83 216   0.002 M2
egr              83 216   7.348 M2
ggr              83 216   4.000 M2
sgradjust        83 216   1.000 M2
egradjust        83 216   1.000 M2
ggradjust        83 216   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       83 216   1.00000
vfiscor          83 216   1.00000
rmiufiscor       83 216   1.00000
betafiscoradjust   83 216   1.00000
vfiscoradjust    83 216   1.00000
rmiufiscoradjust   83 216   1.00000
bdamp            83 216   0.01000  1
bdampadjust      83 216   1.00000  1
class2width      83 216   0.20000  1
Rtransmom        83 216   0.60000  1
Rclass2mom       83 216   1.00000  1
bdamp            83 216   0.01000  2
bdampadjust      83 216   1.00000  2
class2width      83 216   0.20000  2
Rtransmom        83 216   1.00000  2
Rclass2mom       83 216   1.00000  2
bdamp            83 216   0.01000  3
bdampadjust      83 216   1.00000  3
Rtransmom        83 216   1.00000  3
Rclass2mom       83 216   1.00000  3
## residual:
##   Z: 83
##   A: 215
##   nuclide: Bi215 
## parameters: 
##   level density
a                83 215  11.44614
aadjust          83 215   1.00000
gammald          83 215   0.07906
pair             83 215   0.81839
Pshift           83 215   0.00000   0
Pshiftadjust     83 215   0.00000   0
deltaW           83 215  -1.47436   0
T                83 215   0.46206   0
E0               83 215  -0.51895   0
Exmatch          83 215   3.56345   0
Tadjust          83 215   1.00000   0
E0adjust         83 215   1.00000   0
Exmatchadjust    83 215   1.00000   0
Ntop             83 215  30   0
Nlow             83 215   2   0
s2adjust         83 215   1.00000   0
ctable           83 215   0.00000   0
ptable           83 215   0.00000   0
ctableadjust     83 215   0.00000   0
ptableadjust     83 215   0.00000   0
Ufermi           83 215  30.00000   0
cfermi           83 215   5.00000   0
Krotconstant     83 215   1.00000   0
Pshift           83 215   0.00000   1
Pshiftadjust     83 215   0.00000   1
deltaW           83 215   1.50000   1
T                83 215   0.46206   1
E0               83 215  -1.39303   1
Exmatch          83 215   4.50335   1
Tadjust          83 215   1.00000   1
E0adjust         83 215   1.00000   1
Exmatchadjust    83 215   1.00000   1
Ntop             83 215   1   1
Nlow             83 215   0   1
s2adjust         83 215   1.00000   1
ctable           83 215   0.00000   1
ptable           83 215   0.00000   1
ctableadjust     83 215   0.00000   1
ptableadjust     83 215   0.00000   1
Ufermi           83 215  45.00000   1
cfermi           83 215   5.00000   1
Krotconstant     83 215   1.00000   1
Pshift           83 215   0.00000   2
Pshiftadjust     83 215   0.00000   2
deltaW           83 215   0.60000   2
T                83 215   0.46206   2
E0               83 215  -1.17155   2
Exmatch          83 215   4.25830   2
Tadjust          83 215   1.00000   2
E0adjust         83 215   1.00000   2
Exmatchadjust    83 215   1.00000   2
Ntop             83 215   1   2
Nlow             83 215   0   2
s2adjust         83 215   1.00000   2
ctable           83 215   0.00000   2
ptable           83 215   0.00000   2
ctableadjust     83 215   0.00000   2
ptableadjust     83 215   0.00000   2
Ufermi           83 215  45.00000   2
cfermi           83 215   5.00000   2
